alumno_id,matricula,nombre,apellido_paterno,apellido_materno,fecha_nacimiento,curp,sexo,grado,semestre,grupo,especialidad_id,especialidad,turno,situacion_escolar_id,situacion_escolar,promedio_general,reputacion,usuario_correo,telefono_contacto,nacionalidad_id,nacionalidad,pais_origen,municipio,estado,domicilio,codigo_postal,fecha_ingreso,beca,estatus_pago_cooperacion,promedio_ingreso,asistencia_pct,riesgo_academico,grupo_id,tutor_id,jefe_grupo_id,curp_validada,acta_nacimiento,seguro_medico,tipo_sangre,contacto_emergencia,telefono_emergencia
ALU0057,134265B0057,Valeria Guadalupe,Vargas,Reyes,04/06/2011,VARN110604HGRRYXK3,m,5°,S5,B,prog,PROGRAMACIÓN,Vespertino, SE01,Reg.,"9,7",Bueena,noavargas2@cbtis134.edu.mx,+52 865 209 2293, N01,MEXICO,Mexíco,Iguala,Oaxaca,"Hidalgo #650, Col. Lomas del Poniente",39605,2024/07/20,,Pendiente,"7,4",s/d,BAJO,G099,TUT004,JEFOO4,SI,OK,N/A,B+,Madre,37 8843 7289
ALU0058,134261B0058,Andrea Ricardo, Gómez,garrido,22-Jul-08,GOGA080722MGRMRNM0,f,1,1°,s/d,LAB,,matutino,se04,baja temporal,"9,8",Excelente,andreagomez88@cbtis134.edu.mx,71 6348 1932,N01,Mexíco,Mex1co, ,Puebla,"Niños Héroes #271, Col. Lomas del Poniente",39O12,,NO,parcial,7.9,,Alto, G014,tut040,jef005,NO,Entregada,Ninguno,desconocido,,(059) 580 1626
ALU0059,134265A0059,Hye Jin,Gómez,Acosta,30-11-2008,GOAI081130HGRMCSS2,m,5,5, A,LAB, ,matutino, SE06,reinscrito,6.8,Destacdo,isaacgomez-est@alumno.cbtis134.mx,89 9586 6364,NO1, mx ,Méxcio,Chilapa,s/d,"Benito Juárez #303, Col. Centro",39O12,28/12/2025,s/i,Pagado,"8,0",88%,Alto, G098,TUTO23,JEF008,SI,No localizada,Particular,desconocido,Madre,0032275470
ALU0060,134262C0060, Fernanda Lucía ,Ramírez,Ortiz,2008-11-26,RAOF081126MGRMRRX2,f,2,S2, c ,ARH,ADMINISTRACIÓN DE RECURSOS HUMANOS,Vespertino,N/A,Reg.,9.9,Reservado,fernandaramirez-est@cbtisI34.edu.mx,94 7769 3888,n01,Mexico, mx ,,,"5 de Mayo #501, Col. Universal",,28/07/2026,Sí,Pagado,7.3,"47,0",s/d, G045,TUT017, JEF028,NO,pendiente,Particular,desconocido,Hermano,(264) 813 4163
ALU0061,134265B0061,Sam Renata,Cruz,Pineda,28/10/07,CUPS071028MGRRNMG0,f,5,5 semestre,b,PROG,Programacion,Vespertino, SE01,R3gular,8.8 ,Destacdo,samcruz-est@alumno.cbtis134.mx,5017446421,N01,Méxcio,Mexíco,,Puebla,"Miguel Alemán #802, Col. PRD",39O12, 19.04.2025,,parcial,9.60,s/d,M3dio, G099,TUTOO4,jef004,Pendiente,Entregada,ISSSTE,N/A,Padre,+52 662 979 0642
ALU0062,134261B0062,Min Seo,Flores,Galindo,03/07/2005,FOGM050703HGRLLTQ1,m,1°,S1,B ,ofi,Ofimática,vespertino,SE01, R3gulra ,6.3,Baja,mateoflores.1b@cbtisI34.edu.mx,+52 328 150 8798,NO1,México, mx ,,Morelos,"16 de Septiembre #363, Col. CNOP",39O12, 19/07/24,Beca Benito Juárez,parcial,ocho,59%,,G012,TUT026, JEF018,1,OK,IMMS ,B-,Hermano,+52 704 712 9582
ALU0063,134264C0063 ,LUCÍA ELENA,Torres,Márquez,NULL,TOMM100322MGRRRRS3,F,4°,IV, C,ARH ,Administración de Recursos Humanos,Vespertino,,Egresado parcial,"9,?",media,mariatorres_134@cbtis134.edu.mx,472-814-1068, N01,Méxcio,MEXICO,Tixtla,Morelos," Calle Juárez #440, Col. Figueroa Mata",39O12,27/10/2025,No,Pagado,9.9,"59,0",alto ,G087,TU0T24,JEF017,1,Entregada,imss,A-,Hermano,4442744125
ALU0064,134263B0064,ana sofía,López,Bustamante,O2-09-2007,LOBA070902MGRPSNX5 ,f,3,3 semestre, B,LAB,Laboratorista Químico,matutino,se02,Irreug1ar,>=9,EXCELENTE,analopez.3b@alumno.cbtis134.mx,(631) 899 8481,NO1,Mexíco,Mex1co,Acapulco,More1os,"Av. Insurgentes #874, Col. Emiliano Zapata",39O12,03-03-2026,Si,s/d,8.0,76%,,g063,TUT034,JEFO32,1,No localizada,IMMS,A+,Padre,70 2809 6875
ALU0065,134263B0065,Carlos Eduardo,Chávez,Galindo,19 Sep 2010,CAGB100919HGRHLRC7,H,3°,3 semestre,b,CONT,Contabilidad,vespertino,SE04,Baja temp.,7.5,Medla,brayanchavez-est@alumno.cbtis134.mx,966-745-3792,N/A,México ,Mexico,,Edo. Méx.,"Av. Insurgentes #304, Col. Lomas del Poniente",,24-Jun-26,NO,N/A,7.1,s/d,alto ,g060,tut053, JEF036,s/i,Entregada,ISSSTE,desconocido,Tutor,849-393-9837
ALU0066,s/d,Jorge Alberto,Torres,,02/24/2010,TOGA100224HGRRMRV2,m,5,5°,c,arh,Administracion de Recursos Humanos,Vespertino,SE01,NA,7.1,EXCELENET,aritorres@outlook.com,446-969-5878,N01,Mexico,México,Quechultenango,Edo. Méx.,"Niños Hréoes #221, Col. 20 de Noviembre",,20-Mar-26,Sí,Pendiente,8.3,s/d, ,g108,tut026,JEF020,s/i,OCR,ISSSTE,O-,,+52 556 215 2702
ALU0067,134263C0067,Renata Ivanna,Kim,,26.02.2005,KIPM050226MGRMRND0,f,3°,3 semestre,C ,CONS,Construcción,Matutino,se05,Baja definitiva,8.7,Regular,minseokim@gmail.com,6934473005,n04,Corea ,Corea,Taxco,Oaxaca,"Hidalgo #410, Col. Universal",39871,2024/06/21,NO,Pendiente,98%, ,BAJO,G069, , JEF004,,Entregada,ISSSTE,A-,Tía,6139461122
ALU0068,134266A0068,Ángel Diego,Sánchez,Márquez,23/11/O8,SAMA081123HGRNRNJ4,m,6°,S6,A ,PRGO ,s/d,Vespertino,NULL,Reinscrito,67%,Buena,angelsanchez9@cbtis134.edu.mx,8647055583,n01,Méxcio,MEXICO,coyuca,Morelos,"Vicente Guerrero #698, Col. Centro",39722,2026/06/16,No,Pagado,70%,,Alto,G113,TUT035, JEF035,NO,pendiente,Particular,B+,Tutor,21 2441 3915
ALU0069,134265C0069,Diego Cristian,Ramírez,Gómez, 08 Nov 2009,RAGD091108HGRMMGT1,M,5,V, C,arh,Administración de Recursos Humanos,Vespertino, SE01,REGULAR,9.8,Observado,diegoramirez-est@gmail.com,(889) 264 7749,n01,Méxcio,MEXICO, ,Edo. Méx.,"Hidalgo #527, Col. CNOP",39055 ,s/d,beca?,parcial,6.70,N/A,alto ,G108,tut026,JEFO2O,s/d,NA,ISSSTE,AB+,Vecino,+52 325 348 2283
ALU0070,134266A0070,Jae Hyun,Salgado,,2005/03/19,SAGD050319MGRLRNY3,f,6,6,A ,prog,Programación,Vespertino,SE02,IRREGULAR,"8,6",Buena,dianasalgado9@alumno.cbtis134.mx ,(393) 831 9116, N01,NA,MEXICO,Zumpango,Morelos,"16 de Septiembre #223, Col. 20 de Noviembre",39349,30-03-2026,Si,PAGADO,9.7,,,G113, TUT040, JEF035,SI,OK,N/A,A-,Padre,84 1113 2610
 ALU0071,134264B0071,Juan Carlos,Canto,,20 Sep 2005,CAEK050920MGRNSRJ4,F,4,IV,B,ARH,Administración de Recursos Humanos,Vespertino,,Reg.,8.1,Excelnte, karlacanto@cbtis134.edu.mx,(924) 189 0158,N01, mx ,MEXICO, Acapulco,Puebla," Vicente Guerrero #39, Col. San Rafael Norte",39O12,04/14/2025,s/i,NA,8.1,"60,0",BAJO,G080,TUTOO7, JEF007,SI,OK,N/A,0+,Tía,763-215-8319
ALU0072,134262B0072,Ana Sofía,Vega,Serrano,25.06.2005,VESA050625MGRGRLC5, f,2°,2°,b,ofi,OFIMÁTICA,Vespertino,SE01,REGULAR,7.6,reservado,alvarovega.2b@cbtisI34.edu.mx,0139631495,N06,Espana,Reino de España,Acapulco,Edo. Mex.,"Niños Héroes #396, Col. Centro",,O2/07/24,beca?,Pendiente,"8,1",52.3,,G040,TUT024,jef005,,OK,IMMS,0+,Madre,56 1580 9017
ALU0073,134261A0073,Jae Hyun,García,Cervantes,2009-03-11,GACP090311MGRRRLY4,f,1,1°,A,prog,Programación,Vespertino,SE01,REGULAR,SIN CAPTURA,Regular,paolagarcia95@alumno.cbtis134.mx,339-804-7493,N01,México, mx ,TAXCO,Edo. Méx.,"5 de Mayo #553, Col. Figueroa Mata",39780,17 Jun 2025,,pend1ente,7.0,"85,0",Medio,G001,TUTO15,JEF038,1,OCR,IMMS,O ?,Vecino,0576664668
ALU0074,134261C0074,Lucía Elena,Mendoza,Méndez,2009/12/26,MEMA091226HGRNNDH2,m,1°,I,C ,cont,Contabilidad,Vespertino,se01,Reg.,9.4,meida,ádrianmendoza-est@hotmail.com,68 6773 8872, N01,Mex1co, mx ,,Edo. Mex.,N/A,,31.03.2024,,NÁ,"8,0","90,0",Alto,G018, TUT044,JEF019 ,1,OK,Ninguno,O ?,Vecino,+52 370 707 9757
ALU0075,134265A0075,Ana Sofía,NA,Velasco,28/03/05,LOVK050328MGRPLRW1,F,5°, ,A,CONS,Construcc1ón,Matutino, SE01,Reg.,"9,?",Regular,karenlopez..5a@gmail.com,6393991975,N01, ,MEXICO,, ,"Hidalgo #570, Col. Universal",39O12,02.10.2023,beca?,pendlente,8.8,,alto ,g097,TUT046,jef038,NULL,Entregada,ISSSTE,A-,Tía,331-161-6414
ALU0076,134264A0076,Carlos Eduardo,N/A,Yoon,04/03/2011,NULL,M,4°,4,null,IA,INTELIGENCIA ARTIFICIAL,vespertino ,SE02,Irreg.,99%, ,seojuncho.4a@cbtis134.edu.mx,+52 271 935 1599,n03,corea del sur,NA,Tlapa,Puebla,"16 de Septiembre #236, Col. San Rafael Norte",,N/A,s/i,Pendiente,6.4,,M3dio,g072,TUT009,JEFO19,Pendiente,OCR,ISSSTE,O+,Vecino,+52 424 728 7560
ALU0077,134263C0077,Michael James,NULL,Santos, 17/03/07,MESD070317MGRNNNU2,F,3°,3 semestre,C ,OFI,Ofimática,VESPRETINO ,SE01,R3gular,64%,Bueena,dianamendoza.3c@alumno.cbtis134.mx,+52 056 046 9785, N01,Mex., mx ,Iguala,CDMX,"Av. Lázaro Cárdenas #597, Col. CNOP",,05 Dec 2025,Beca Benito Juárez,parcial,8.0,,alto ,G068,tut043,jef026,NO,Entregada,Ninguno,O+,Tutor,(436) 102 9012
ALU0078,134265A0078,Valeria Guadalupe,Ruiz,p1neda,26/09/2011,RUPK110926HGRZNVJ1,H,5,S5, A,CONS,Construccion,matutino,SE06,Reinscrito,SIN CAPTURA,Media,kevinruiz_134@cbtisI34.edu.mx,8753891869,N01,Mexico,Mex.,Chilapa,CDMX,"Vicente Guerrero #922, Col. 20 de Noviembre",,2025/07/09,No,parcial,"9,4",,Medio,g097, TUT046,JEF038,Pendiente, ,Particular,0+,Padre,(881) 532 9584
ALU0079,134262C0079, Lucía Elena ,Lee,Choi,null,LECJ110320HGRXHSE8,m,2°,II,c,ARH,Administración de Recursos Humanos,vespertino,se05,Baja definitiva,7.7,Bajaa,jisoolee@cbtis134.edu.mx,+52 405 696 9065,NA,Corea ,Corea,Chilpancingo,edo. mex.,"Av. Insurgentes #701, Col. Centro",,2023/11/08,NO,Pagado,"9,5",s/d,, G045, TUT017,JEFO28,s/i,PEND1ENTE,IMSS,A+,Padre,4974277423 
ALU0080,134262B0080,Mateo Citlali,Castro,Reyes,2011/03/28,CARM110328HGRSYTL9,m,2°,2,b,OFI,Ofimática,Vespertino,SE01, regular,9.6,Buena,NULL,+52 553 643 2050, N01,Mexico,MEXICO,,Puebla,"Calle Juárez #889, Col. Emiliano Zapata", 39199,19.01.2023,Sí,NA,"6,9",s/d,M3dio, G040,TUTOO5,jef005,SI,OK,IMSS,AB+,Tutor,(723) 643 0480
ALU0081,134265B0081,Chen Yu,,Noriega,11-Sep-08,NA,H,5,V,b,cons,Construcción,Matutino,se04,Baja temporal,80%,media,ivanlopez..5b@gmail.com,524-877-8310,N/A,Mex1co,MEXICO,Tixtla,Oaxaca,"Av. Lázaro Cárdenas #58, Col. PRD",39464,09-Feb-24,No,PAGADO,SIN CAPTURA,s/d,,g104,tut028,JEF011,0,No localizada,N/A,desconocido,Tutor,60I-576-6636
ALU0082,134265B0082,Chen Yu,Ortega,Carrillo,2011/03/09,OECA110309HGRRRNU9,H,5,V,b,cont, ,vespertino,NA, regular,7.5,Baja,andresortega48@outlook.com,(809) 116 1853, N01, mx ,Mexíco,,morelos,"16 de Septiembre #180, Col. Lomas del Poniente",,16/04/23,No,parcial,7.1,,BAJO,g102, ,JEFO35,SI,Entregada,,N/A,Hermano,(544) 586 3307
ALU0083,134264B0083,fernanda abril,Kim,Park,26-May-09,KIPM090526MGRMRNQ8,M,4°,4 semestre,b,ARH,Administracion de Recursos Humanos , vespertino, SE01,,8.7,Destacdo,minseokim_134@hotmail.com,(941) 538 9524, N04,Korea,Coera ,,CDMX,"Hidalgo #838, Col. Universal",39869,21.10.2024,Si,Pagado,86%,,, G080,TUTOO7,JEF007,0,NULL,IMSS,AB+,Madre,+52 855 106 4977
NULL,1342610B084 , Lucía Elena ,NAVARRO,Ramos,17/O7/10,NARD100717MGRVMNS5,M,1,I, B,LAB,LABORATORISTA QUÍMICO, matutino, SE01,REGULAR,9.9,Media,NULL,631-426-3316,N01,Mexico,México,Taxco,CDMX,"Benito Juárez #859, Col. Los Sauces",39137,2024/06/15,,Pendiente,8.30,"53,0",BAJO,g014, TUT040,JEFO28,1,pendiente, Particular,O+,Tutor,NULL
ALU0085,134261B0085,Lucía Elena,González,Velasco,O3-04-2011,GOVM110403MGRNLNA9, F,1°,1,B ,LAB,Laboratorista Quimico,NA,se04,Baja temporal,9.7,Excelnte,monicagonzalez_134@outlook.com,+52 814 183 9130, N01, mx ,MEXICO,Chilpancingo,Pueb1a ,"Calle Juárez #542, Col. PRD",39O12,2024-04-08,Sí,parcial,9.20,62%,Alto,G014,TUTO4O,JEF040,SI,Entregada,IMSS,0+,,+52 614 286 3937
ALU0086,134261D0086,Juan Carlos,Jung,Kang,24/03/09,JUKHO90324HGRNNYR6,H,1,1 semestre,D,IA,INTELIGENCIA ARTIFICIAL,Vespertino,se01,R3gular,7.2,Buena,hyejinjung.1d@cbtis134.edu.mx,133-888-0878,N03,korea 5outh,Corea d3l Sur,,Puebla,"Av. Lázaro Cárdenas #539, Col. Lomas del Poniente",,2024-04-05,Si,parcial,6.4,, Alto,G023,TUT039,,SI,Entregada,N/A,B+,Madre,1952889960
ALU0087,134265A0087,SEO JUN,,Cervantes,2009-06-11,CACO090611HGRHRSO4,H,5°,5,a,ARH ,Administración deR ecursos Humanos,Vespertino,SE02,Irregu1ar,6.6,buena,oscarchavez76@gmail.com,45 6790 5912,N01,Mex., mx ,,Puebla,"Calle Juárez #293, Col. Lomas del Poniente",39O12 ,2024-08-02,,NA,"7,1",98%,alto ,g094,NA,JEF032,1,No localizada,Particular,A-,Tía,(485) 196 8936
ALU0088,134265A0088,Daniel Emiliano,Shin,Seo,2008/07/06,SISS080706HGRHXMI0,M,5°,S5,A,PROG,Programacion,Vespertino,se04,baja temporal,NA,destacado,suminshin_134@cbtisI34.edu.mx,6048379055,n04,Corea,Corena,, 0axaca,"Calle Juárez #728, Col. Figueroa Mata",39O12,12/30/202 3,NO,pendlente,9.7,s/d,BAJO,G092,TUTO48,jef006,,No localizada,N/A,B+,Madre,767-614-21O2
ALU0089,134262B0089,Miguel Ángel,Ortega,Salinas,04/01/2008,OESA080104HGRRLNZ2,m,2,2°,b,OFI,Ofimática ,Vespertino,se02,Irregu1ar,8.9,media,angelortega@outlook.com,+52 395 994 2363,NO1, mx ,Mexíco,Acapulco,Oaxaca,"5 de Mayo #456, Col. Emiliano Zapata",39O12, 27 Apr 2024,beca?,parcial,NA, ,Medio, G040,tut0O5,JEFOO5,1,No localizada,Ninguno,O ?,Tía,942-880-6178
ALU0090,134261B0090,Diego Alejandro,Morales,Cervantes,06/07/2010,MOCA100706MGRRRLS3,M,1°,1°,B,lab,Laboratorista Quimico,Matutino, SE03,condicionado ,8.1,Excelente,alexamorales.1b @outlook.com,+52 176 596 2482 ,NO1,Méxcio,Mexíco,Iguala,Morelos,"Vicente Guerrero #106, Col. Figueroa Mata",39O12,2O24/05/09, No,parcial,8.3,"58,0",M3dio,g014,TUTO4O,JEFOO5,s/i,No localizada,ISSSTE,B-,,225-466-1761
ALU0091 ,NULL,maría fernanda,Rojas,Padilla,23/O4/2007,ROPA070423MGRJDLT8,F,5,5°, B,prog,PROGRAMACIÓN,Vespertino,SE01,NA,NA,Excelente,alejandrarojas-est@cbtisI34.edu.mx,+52 386 346 7974, N01,MEXICO, mx ,Zumpango,Edo. Méx.,"Calle Juárez #402, Col. Los Sauces",39O12,24.03.2023,NO,pendlente,N/A,"80,0",BAJO,G099,TUTOO4,jefoo4,NO,OCR,IMSS,AB+,Vecino,874-145-0298
ALU0776,134266C0776,Seo Jun,Jackson,White,s/d,JAWS071111MGRCHPX1,N/A,6,6 semestre,C,ofi,OFIMÁTICA,Vespertino,se03,Condiclonado,7.6,null,sophiajackson-est@gmail.com,+52 874 246 2482,NO5,USA,Estados Unidos,Tixtla,cdmx,"Niños Héroes #491, Col. Universal",39418,07/22/2026,s/d,PAGADO,8.0,65%,alto ,G131,TUTO1O, JEF004,Pendiente,No local1zada,IMSS,desconocido,Vecino,(794) 734 7004
ALU0093,134265B0093,Lucía Elena,floers,Beltrán,02/11/2008,FOBD081102MGRLLNW3,M,5,5 semestre,B, PROG,Programación, eVspertino,se01,Reg.,6.6,Destacado,dianaflores.5b@gmail.com,(740) 920 1491,s/d,Mexíco, mx ,,Mroelos,"Av. Lázaro Cárdenas #101, Col. 20 de Noviembre",,25 Mar 2025,Sí,NA,9.4,75.6,M3dio, G099,tut004,jef036,NO,NA,ISSSTE,,Tía,7223583823
ALU0434,134261B0434 ,sam brayan,Ortega,Ramírez,26 Feb 2005,OERS050226MGRRMME9,M,1°,I,B,OFI,Ofimatica,vespertino,se01, regular,9.5,Buena,samortega94@cbtisI34.edu.mx,2769623686,NO1,Mexíco,Mexico,Taxco,CDMX,"Hidalgo #947, Col. 20 de Noviembre",,17/08/2026,Si,PAGADO,6.5,83%,Medio,G012,TUT026,JEFO26,,No localizada,IMSS,O ?,Padre,1044477619
ALU0095,134261A0095,Regina Valeria,Castro,Salinas,12/06/2011,CASR110612MGRSLGY2,M,1,1°,A,LAB,Laboratorista Químico,matutino,se01 , regular,"9,6",Baja,reginacastro.1a@hotmail.com,+52 091 974 4300,n01,Méxcio, Mexc1o,Zumpango,Guerrero,"Vicente Guerrero #246, Col. Emiliano Zapata",39O12,24-03-2023,beca?,pendlente,6.6,"77,0",alto ,g007, ,jef004,NO,OCR,Ninguno,O ?,Vecino,141-276-7631
ALU0096,134264A0096,Héctor Alexa,Vega,Velasco,10.06.2007,VEVH070610HGRGLCG6,m,4°,IV, A,CONT,CONTABILIDAD,vespertino,SE06,Reinscrito,86%,Bajaa,hectorvega-est@hotmail..com,(372) 128 7558 ,N01,Méxcio,México,TLAP A,Puebla,"Calle Juárez #291, Col. Figueroa Mata",39112,07/12/2024, s/1,pendlente,7.40,s/d,Medio,g074, TUT014,JEF017,s/i,pendiente,IMMS,O ?,Tía,4818079731
ALU0097,134263A0097,Cárlos Eduardo,Morales,Pineda,2009/09/11,MOP0D90911MGRRNNK5,f,3,3,NULL,cons,Construcción,Matutino, SE0I,Regular,6.2,Resevado,danielamorales-est@alumno.cbtis134.mx,641-037-3701,N01, mx ,México,Quechultenango,Puebla,"Vicente Guerrero #246, Col. San Rafael Norte",39O12,06/11/2026,beca?,parcial,"6,6","98,o",Alto,null,TUT038,JEFO42,,Entregada,N/A,O ?,Padre,67 9782 9633
ALU0098,134263B0098,Li Wei,Mendoza,Beltrán,30 Jun 2005,MEBR050630MGRNLGS3,F,3°,S3,B,CONS,Construcción,matutino, SE01, regular,7.6,Conf1ictivo,reginamendoza@cbtisI34.edu.mx, 7129492599,n01,Mexíco ,MEXICO,s/d,NA,"Niños Héroes #497, Col. PRD",39571,06/29/2025,Si,NA,6.5,"75,0",M3dio, G062,tut051,jef016,SI,Entregada,N/A,O-,Tía,63 9693 5222
ALU0099,134263A0099,Fernanda Abril,Moore,Taylor,28/O8/2008,MOTN080828MGRRYHL4,f,3°,3°,a,IA,Inteligencia Artificial,vespertino, SE04,Baja temporal,7.0,media,N/A,(084) 144 9438,N05,Estados Unidos,US,,Puebla,"Calle Juárez #455, Col. Figueroa Mata",,11-Jun-25,NO,NA,"6,5","76,0", , G051,tut033,JEFO3O,1,No localizada,IMSS,O ?,Vecino,0509060114
ALU0100,134265B0100,Lucía Elena,Torres,,2010-07-11,TORR100711HGRRYCR6,H,5°,V,b,PROG,NA, vespertino,SE01,REGULAR,9.0,Observado,ricardotorres47@hotmail.com,(912) 783 9193,n01, mx ,Mex.,T1xtla,Guerrero,"Hidalgo #289, Col. San Rafael Norte",39348,03/10/2025, sí,parcial,6.70,s/d,alto ,G099, TUT004,JEFO41,,OK,Particular,A+,Tía,16 8698 0729
ALU0101,134262A0101,Fernanda Abril,Rojas,, ,ROBA070514MGRJLLH5,F,2,II,A ,IA,NA,Vespertino,SE01,N/A,"6,7",Media,alexarojas@gmail.com,(173) 812 4298,n01,MEXICO,Mex.,N/A,CDMX,"5 de Mayo #283, Col. Figueroa Mata",39414,2O25-08-23,Sí,Pendiente,8.1,,alto ,G030,TUT047,JEF024,SI,Entregada,Ninguno,0+,Vecino,+52 379 418 7006
ALU0102,134266b0102,Emi Santiago,Hernández,Salinas,null,HESE111002HGRRLMU4,M,6,6°,b,ARH,Administracion de Recursos Humanos,VESPERTINO,N/A,Condicionado,8.8,N/A,emihernandez_134@cbtis134.edu.mx,786-48O-6239,  N01,Méxcio,Mex1co,Acapulco,Puebla,"Vicente Guerrero #361, Col. San Rafael Norte",39O12,06-Nov-26,Beca Benito Juárez,parcial ,7.0,88.3,M3dio,G122,TUTO44,JEFO4O,Pendiente,OCR,Ninguno, A- ,,112-208-6599
ALU0103,134262A0103,Wang Hao,Castañeda,,2O05/10/29,CASL051029HGRSLSQ1,m,2°,2°,A , LAB,Laboratorista Químico,Matutino,se06,Reinscr1to,6.2,EXCELENTE,luiscastaneda59@cbtis134..edu.mx,(381) 827 1091,N01,MEXCIO,Mex1co,,Oaxaca,"Hidalgo #38, Col. 20 de Noviembre",39O12,31.10.2025,Sí,Pendiente,6.3,,alto ,s/d,tut027,JEF010,SI,OK,,B-,,368-261-3790
ALU0104,134265A0104,Ximena Nicole,Morales,Pérze,15/30/2010,MOPN100315MGRRRXP8,F,5°,S5,A,CONS,Construccion,s/d,SE01,Reg.,8.5,Bueena,noamorales.5a@alumno.cbtis134.mx,290-982-1798,N01,Mexíco,Mex.,,Oaxaca,"Benito Juárez #985, Col. Figueroa Mata",39778,NULL,Si,parcial,7.0,57%,, G097,tut046,JEF038,SI,OCR,N/A,NULL,,46 2725 7047
 ALU0105,134263C0105,ximena nicole,Martínez,Muñoz,2O07/01/18,MAMB070118HGRRNRT8,M,3°,S3,C ,CONS,Construcción ,matutino,se03,Condiclonado,9.8,Destacdo,brayanmartinez-est@outlook.com,2768755714,NO1, mx , mx ,Iguala,Moerlos,"Benito Juárez #773, Col. San Rafael Norte",39293,06/12/24,beca?,Pendiente,83%,79%,,g069,tut004,JEF004,Pendiente ,No localizada,Particular,B+,Vecino, (752) 848 7650
ALU0106,134264A0106,DIEGO ALEJANDRO,Jung,Kang,O5/10/2006,JUKH060510HGRNNYG4,m,4°,4 semestre, A,PROG,Programacion,Vespertino, SE01,REGULAR,9.2,Destacdo,hyejinjung_134 @cbtisI34.edu.mx,(914) 647 1188, N03,s/d,Corea del Sur,s/d,Puebla,"Vicente Guerrero #142, Col. 20 de Noviembre",39O12,07-Jan-26,Sí,Pendiente,7.1,s/d,M3dio,G071,TUT047,jef018,Pendiente,Entregada,IMSS,A-,,8791942065
ALU0107,134266A0107,Juan Carlos,Lewis,Walker,01 Feb 2008,LEWA080201HGRWLVZ8,H,6°, 6,a,cont,CONTABILIDAD,vespertino, SE01,Reg.,9.1,Buena,ávalewis-est@cbtis134.edu.mx,48 3818 4361,N05,Estados Unldos,Estados Unldos,,Guerrero,"Av. Lázaro Cárdenas #236, Col. CNOP",,2024/07/18,Sí,Pagado,"9,?",s/d,M3dio,G116,tut008,JEF017,,,ISSSTE,AB+,Padre,(160) 120 6524
ALU0108,134262B0108,Diego Alejandro,Kim,Park,06/01/2011,KIPM110106MGRMRNL1,f,2°,II,B ,s/d,Administración de Recursos Humanos,Vespertino,SE02,Irreg.,9.1,media,minseokim-est @hotmail.com,655-512-4080,n03,Korea South,Corea d3l Sur,,Guerrero,"Calle Juárez #15, Col. Lomas del Poniente",39280,01/06/2024,Si,Pagado,6.3,,BAJO,g038,tut019,JEF007,s/i,OCR,Ninguno,0+, Hermano,87279539O5
ALU0109,134261A0109,JUAN CARLOS,null,,NULL,CAMM110521HGRHNTO2,M,1°,S1,A,cont,Contabilidad,vespertino,se01,Reg.,7.2,Reservado,mateochavez.1a@gmail.com,7076623278,NO1, mx ,México,Cihlapa, Morelos,"Av. Insurgentes #717, Col. Los Sauces",,01.04.2023,No,pendlente,"6,4",88.1,Bajo,g004,TUTO46,JEFO39,NO,OCR,Particular,O+,Vecino,(830) 119 7444
ALU0110,134266C0110,CHEN YU,Harris,Martin,18.10.2011,HAMJ111018HGRRRMR7,m,6,6 semestre,c ,CONT,Cotnabilidad,Vespertino,se02,IRREGULAR,6.9,Buena,jamesharris-est @hotmail.com,(756) 058 9654,n05,US,EE.UU.,Zumpango,null,"Hidalgo #90, Col. Universal",39161,16-12-2026,,Pendiente,9.8,"82,0",Alto, G130,TUTOO3, JEF005,SI,OCR,Particular,B+,Hermano, 
ALU0111,134263C0111,María Fernanda,Canto,Estrada,2010-11-30,CAED101130MGRNSND9,F,3°,3°,C ,ARH,ADMINISTRACIÓN DE RECURSOS HUMANOS,Vespertino, SE03,Condiclonado,"6,5",Destacdo,dianacanto.3c@alumno.cbtis134.mx,74 9466 1442,n01,Mex.,Mexico,Coyuca,CDMX ,"16 de Septiembre #374, Co1. Universal",,01/10/2024,,Pagado,8.3,,alto , ,TUT031,JEF039,NO,OK,Particular,B-,Tía,2148103337
ALU0112,134266A0112,SOFÍA ALEJANDRA,Yang,Sun,31/03/08,YASH080331HGRNNXI0,H,6,6°, A,ia,Inteligencia Artificial,Vespert1no,se01,Regular,9.60,buena,haoyang.6a@outlook.com,(8O9) 004 7412,N/A,Rep. Popular China,Rep.P. China,Iguala,Edo. Méx. ,"Miguel Alemán #952, Col. Emiliano Zapata",,2024-08-26,No,Pendiente,"9,7",85%,BAJO,G114,TUTO48,JEFOO8,s/i,pendiente,Ninguno,B+,Hermano,+52 391 564 8767
ALU0113,134261C0113,Diego Alejandro,Liu,Zhao,29-11-2008,LIZY081129HGRXHXS7,M, 1°,1°,C ,ARH,Administracion de Recursos Humanos,Vespertino,SE01,REGULAR,7.6,buena,yueliu-est @cbtisI34.edu.mx,82 6952 9145,N02,Rep.P. China,Ch1na,chilapa  ,Edo. Mex.,"5 de Mayo #576, Col. 20 de Noviembre",39606, 25 Apr 2026,beca?,pendlente,7.3,78.7,Medio,G017,TUT056,jef023,Pendiente,OCR,Particular,AB+ ,Hermano,0573377546
